fish_id,name_english,name_latin,origin,phmin,phmax,temperature_min,temperature_max,cm_max,tank_size_liter,image_url,swim
13,Blacktop cory,Corydoras acutus,"Brazil, Peru, Ecuador, Bolivia,",6.0,7.5,22.0,28.0,4.4,50.0,https://selectyourfish.com/webps1/13.webp,1
14,Blue cory,Corydoras nattereri,"Brazil,",6.0,7.5,20.0,23.0,6.5,75.0,https://selectyourfish.com/webps1/14.webp,1
15,Spotted cory,Corydoras melanistius,The Guianas,6.0,7.5,22.0,26.0,5.5,60.0,https://selectyourfish.com/webps1/15.webp,1
16,Bronze cory,Corydoras aeneus,South America,6.0,7.5,21.0,27.0,7.5,75.0,https://selectyourfish.com/webps1/16.webp,1
17,Fairy cory,Corydoras atropersonatus,"Ecuador, Peru,",6.0,7.5,21.0,27.0,5.0,60.0,https://selectyourfish.com/webps1/17.webp,1
18,Ehrhardt's cory,Corydoras ehrhardti,"Brazil,",6.0,7.5,19.0,25.0,5.0,60.0,https://selectyourfish.com/webps1/18.webp,1
19,Evelyn's cory,Corydoras evelynae,"Brazil,",6.0,7.5,22.0,26.0,4.0,55.0,https://selectyourfish.com/webps1/19.webp,1
20,Dirty Bandit Cory,Corydoras loxozonus,"Colombia,",6.0,7.5,21.0,24.0,5.0,60.0,https://selectyourfish.com/webps1/20.webp,1
21,Nain dwarf cory,Corydoras nanus,The Guianas,6.0,7.5,22.0,26.0,4.5,60.0,https://selectyourfish.com/webps1/21.webp,1
22,Long nosed arched cory,Corydoras narcissus,"Brazil,",6.0,7.5,23.0,25.0,7.0,115.0,https://selectyourfish.com/webps1/22.webp,1
23,Dwarf cory,Corydoras hastatus,"Bolivia, Argentina, Paraguay,",6.0,7.5,20.0,26.0,3.2,45.0,https://selectyourfish.com/webps1/23.webp,1
24,Elegant cory,Corydoras elegans,"Peru, Ecuador, Brazil,",6.0,7.5,20.0,26.0,5.4,60.0,https://selectyourfish.com/webps1/24.webp,1
25,False network catfish,Corydoras sodalis,"Peru, Brazil,",6.0,7.5,22.0,26.0,5.5,60.0,https://selectyourfish.com/webps1/25.webp,1
26,Blackfin Cory,Corydoras leucomelas,"Peru,",6.0,7.5,23.0,26.0,4.5,60.0,https://selectyourfish.com/webps1/26.webp,1
27,Gold laser cory,Corydoras melanotaenia,"Colombia,",6.0,7.5,20.0,23.0,6.0,65.0,https://selectyourfish.com/webps1/27.webp,1
28,Guapore cory,Corydoras guapore,"Bolivia, Brazil,",6.0,7.5,22.0,28.0,5.0,60.0,https://selectyourfish.com/webps1/28.webp,1
29,Mosaic cory,Corydoras haraldschultzi,"Bolivia, Brazil,",6.0,7.5,24.0,28.0,7.0,75.0,https://selectyourfish.com/webps1/29.webp,1
30,Panda cory,Corydoras panda,"Peru,",6.0,7.5,22.0,25.0,5.0,55.0,https://selectyourfish.com/webps1/30.webp,1
31,Pastaza cory,Corydoras pastazensis,"Ecuador, Peru,",6.0,7.5,22.0,28.0,7.0,85.0,https://selectyourfish.com/webps1/31.webp,1
32,Peppered cory,Corydoras paleatus,"Uruguay, Paraguay, Argentina,",6.0,7.5,22.0,26.0,7.0,80.0,https://selectyourfish.com/webps1/32.webp,1
33,Pink cory,Corydoras axelrodi,"Colombia,",6.0,7.5,22.0,26.0,5.0,60.0,https://selectyourfish.com/webps1/33.webp,1
34,Pygmy cory,Corydoras pygmaeus,"Brazil,",6.0,7.5,22.0,26.0,3.3,50.0,https://selectyourfish.com/webps1/34.webp,1
35,Sailfin cory,Scleromystax macropterus,"Brazil, Paraguay,",6.0,7.5,18.0,21.0,9.0,165.0,https://selectyourfish.com/webps1/35.webp,1
36,Salt and pepper cory,Corydoras habrosus,"Colombia, Venezuela,",6.0,7.5,20.0,26.0,3.5,55.0,https://selectyourfish.com/webps1/36.webp,1
37,Schwartz's catfish,Corydoras schwartzi,"Brazil,",6.0,7.5,22.0,26.0,7.0,75.0,https://selectyourfish.com/webps1/37.webp,1
38,Spotted cory,Corydoras ambiacus,"Peru,",6.0,7.5,21.0,27.0,6.5,75.0,https://selectyourfish.com/webps1/15.webp,1
39,Sterba's cory,Corydoras sterbai,"Bolivia, Brazil,",6.0,7.5,24.0,28.0,6.5,75.0,https://selectyourfish.com/webps1/39.webp,1
40,Sychr's catfish,Corydoras sychri,"Peru,",6.0,7.5,24.0,27.0,4.3,60.0,https://selectyourfish.com/webps1/40.webp,1
41,Tailspot Cory,Corydoras caudimaculatus,"Bolivia, Brazil,",6.0,7.5,20.0,27.0,5.0,75.0,https://selectyourfish.com/webps1/41.webp,1
42,Threestripe cory,Corydoras trilineatus,"Colombia, Peru, Brazil,",6.0,7.5,22.0,27.0,5.5,60.0,https://selectyourfish.com/webps1/42.webp,1
43,Xingu cory,Corydoras xinguensis,"Brazil,",6.0,7.5,22.0,27.0,5.0,70.0,https://selectyourfish.com/webps1/43.webp,1
44,Julii cory,Corydoras julii,"French Guiana, Brazil,",6.0,7.5,20.0,26.0,5.5,75.0,https://selectyourfish.com/webps1/44.webp,1
45,Flagtail catfish,Dianema urostriatum,"Brazil,",6.0,8.0,25.0,28.0,12.5,150.0,https://selectyourfish.com/webps1/45.webp,1
46,Cascarudo,Callichthys callichthys,South America,6.0,8.0,19.0,27.0,20.0,240.0,https://selectyourfish.com/webps1/46.webp,1
47,Spotted hoplo,Megalechis thoracata,"Venezuela, The Guianas, Colombia,",6.0,8.0,18.0,28.0,15.0,150.0,https://selectyourfish.com/webps1/47.webp,1
48,Bristlenose pleco,Ancistrus sp.,"Argentina,",6.5,7.5,21.0,26.0,12.5,75.0,https://selectyourfish.com/webps1/48.webp,1
49,Gold nugget pleco,Baryancistrus sp. cf. xanthellus,"Brazil,",6.0,7.5,27.0,32.0,25.0,210.0,https://selectyourfish.com/webps1/49.webp,1
50,Whiptail catfish,Rineloricaria* sp,"no natural occurrence,",6.0,7.5,24.0,29.0,11.0,75.0,https://selectyourfish.com/webps1/50.webp,1
51,Twig catfish,Farlowella vittata,"Colombia, Venezuela,",6.0,7.5,24.0,27.0,15.0,115.0,https://selectyourfish.com/webps1/51.webp,1
52,snakeskin barb,desmopuntius rhomboocellatus,Borneo,6.0,7.5,22.0,28.0,5.5,75.0,https://selectyourfish.com/webps1/52.webp,2
53,Melon Barb,Haludaria fasciata,India,6.0,7.5,22.0,26.0,7.0,150.0,https://selectyourfish.com/webps1/53.webp,2
54,Amazon sailfin catfish,Pterygoplichthys pardalis,"Brazil,",6.5,7.5,22.0,29.0,45.0,380.0,https://selectyourfish.com/webps1/54.webp,1
55,Yellow Kribensis,Pelvicachromis humilis,"Sierra Leone, Liberia, Guinea,",6.0,7.5,24.0,27.0,12.5,115.0,https://selectyourfish.com/webps1/55.webp,2
56,Leopard sailfin pleco,Pterygoplichthys gibbiceps,"Brazil, Venezuela,",6.5,7.5,22.0,30.0,48.0,380.0,https://selectyourfish.com/webps1/56.webp,1
57,Zebra pleco,Hypancistrus zebra,"Brazil,",6.0,7.5,26.0,30.0,8.0,55.0,https://selectyourfish.com/webps1/57.webp,1
58,Convict Cichlid,Amatitlania nigrofasciata,Central America,6.5,8.0,24.0,28.0,15.0,95.0,https://selectyourfish.com/webps1/58.webp,2
59,Golden dwarf sucker,Otocinclus macrospilus,"Peru, Colombia, Ecuador,",6.0,7.5,21.0,26.0,3.5,40.0,https://selectyourfish.com/webps1/59.webp,1
60,Zebra dwarf sucker,Otocinclus cocama,"Peru,",6.0,7.5,21.0,25.0,4.5,40.0,https://selectyourfish.com/webps1/60.webp,1
61,Bolt catfish,Aguarunichthys torosus,"Peru, Ecuador,",6.0,7.5,22.0,27.0,34.0,455.0,https://selectyourfish.com/webps1/61.webp,1
62,Vaillant's Chocolate Gourami,Sphaerichthys vaillanti,"Borneo,",5.0,6.5,21.0,25.0,5.5,75.0,https://selectyourfish.com/webps1/62.webp,2
63,Zebra shovelnose,Brachyplatystoma tigrinum,"Brazil, Colombia, Peru,",6.0,7.5,22.0,32.0,50.0,570.0,https://selectyourfish.com/webps1/63.webp,1
64,Vulture Catfish,Calophysus macropterus,"Venezuela, Colombia,",6.0,7.5,24.0,29.0,40.0,455.0,https://selectyourfish.com/webps1/64.webp,1
65,Spotted pimelodus,Pimelodus pictus,"Colombia, Venezuela, Peru,",6.0,7.5,22.0,25.0,14.0,210.0,https://selectyourfish.com/webps1/65.webp,1
66,Ornate Pimelodus,Pimelodus ornatus,South America,6.0,7.5,24.0,28.0,31.0,245.0,https://selectyourfish.com/webps1/66.webp,1
67,Zorro Catfish,Platystomatichthys sturio,"Peru,",6.0,7.5,24.0,28.0,40.0,455.0,https://selectyourfish.com/webps1/67.webp,1
68,Duckbill Catfish,Sorubium lima,South America,6.0,7.5,23.0,30.0,50.0,720.0,https://selectyourfish.com/webps1/68.webp,1
69,Cuckoo squeaker,Synodontis multipunctatus,"Lake Tanganyika,",7.5,8.5,24.0,28.0,25.0,190.0,https://selectyourfish.com/webps1/69.webp,1
70,Decorated squeaker,Synodontis decorus,Congo Basin,6.5,7.5,22.0,27.0,30.0,200.0,https://selectyourfish.com/webps1/70.webp,1
71,Even-Spotted squeaker,Synodontis petricola,"Lake Tanganyika,",7.5,8.5,24.0,28.0,12.0,170.0,https://selectyourfish.com/webps1/71.webp,1
72,Featherfin squeaker,Synodontis eupterus,"Nigeria, Mali, Chad, Niger,",6.5,7.5,22.0,27.0,20.0,170.0,https://selectyourfish.com/webps1/72.webp,1
73,Lake Malawi syno,Synodontis njassae,"Lake Malawi,",7.5,6.8,23.0,28.0,19.0,150.0,https://selectyourfish.com/webps1/73.webp,1
74,Polka dot syno,Synodontis angelicus,Congo Basin,6.0,7.5,24.0,28.0,30.0,210.0,https://selectyourfish.com/webps1/74.webp,1
75,Common syno,Synodontis nigrita,Africa,6.0,7.5,21.0,28.0,20.0,210.0,https://selectyourfish.com/webps1/75.webp,1
76,Upside-down catfish,Synodontis nigriventris,Congo Basin,6.0,7.5,24.0,28.0,10.0,115.0,https://selectyourfish.com/webps1/76.webp,1
77,Three-striped African catfish,Pareutropius buffei,"Nigeria, Niger, Benin, Mali,",6.0,7.5,24.0,28.0,8.0,75.0,https://selectyourfish.com/webps1/77.webp,1
78,Black lancer catfish,Bagrichthys macracanthus,"Sumatra, Java, Borneo,",6.0,7.5,24.0,28.0,23.0,210.0,https://selectyourfish.com/webps1/78.webp,1
79,Harlequin lancer catfish,Bagroides melapterus,"Sumatra,",6.5,7.5,24.0,27.0,30.0,455.0,https://selectyourfish.com/webps1/79.webp,1
80,Shadow catfish,Hyalobagrus flavus,"Sumatra,",5.5,7.5,21.0,26.0,4.5,50.0,https://selectyourfish.com/webps1/80.webp,1
81,Dwarf bumblebee catfish,Pseudomystus leiacanthus,"Columbia, Venezuela, Peru,",6.0,7.5,21.0,25.0,6.0,75.0,https://selectyourfish.com/webps1/81.webp,1
82,Asian bumblebee catfish,Pseudomystus siamensis,"Thailand, Laos, Cambodia, Vietnam,",6.0,7.5,20.0,26.0,15.0,115.0,https://selectyourfish.com/webps1/82.webp,1
83,Glass catfish,Kryptopterus vitreolus,"Thailand,",6.0,7.0,21.0,26.0,7.0,115.0,https://selectyourfish.com/webps1/83.webp,2
84,Striped glass catfish,Kryptopterus macrocephalus,"Thailand,",6.0,7.0,21.0,26.0,9.0,135.0,https://selectyourfish.com/webps1/84.webp,1
85,Borneo glass catfish,Ompok eugeneiatus,"Malaysia, Sunda Islands",6.0,7.5,21.0,28.0,16.5,170.0,https://selectyourfish.com/webps1/85.webp,1
86,Chocolate frogmouth catfish,Chaca bankanensis,"Thailand,",6.0,7.5,24.0,28.0,20.0,170.0,https://selectyourfish.com/webps1/86.webp,1
87,Asian banjo catfish,Acrochordonichthys rugosus,"Malaysia, Sunda Islands",6.0,7.5,18.0,24.0,11.0,95.0,https://selectyourfish.com/webps1/87.webp,1
88,Walking catfish,Clarias batrachus,Southeast Asia,6.5,8.0,20.0,26.0,60.0,2270.0,https://selectyourfish.com/webps1/88.webp,1
89,Stinging catfish,Heteropneustes fossilis,"Iran, Pakistan, India, Nepal",6.0,8.0,21.0,25.0,30.0,245.0,https://selectyourfish.com/webps1/89.webp,1
90,Sun catfish,Horabagrus brachysoma,"India,",6.5,7.5,23.0,25.0,45.0,645.0,https://selectyourfish.com/webps1/90.webp,1
91,Colombian shark catfish,Ariopsis seemanni,Central America,7.0,8.5,22.0,26.0,35.0,850.0,https://selectyourfish.com/webps1/91.webp,1
92,Blue whale catfish,Cetopsis coecutiens,South America,6.0,7.5,22.0,26.0,27.0,265.0,https://selectyourfish.com/webps1/92.webp,1
93,Banjo catfish,Bunocephalus coracoideus,"Bolivia, Peru, Brazil,",6.0,7.5,22.0,27.0,15.0,95.0,https://selectyourfish.com/webps1/93.webp,1
94,Striped raphael catfish,Platydoras armatulus,South America,6.0,7.5,24.0,30.0,22.0,170.0,https://selectyourfish.com/webps1/94.webp,1
95,Spotted raphael catfish,Agamyxis pectinifrons,South America,6.0,7.5,22.0,26.0,15.0,150.0,https://selectyourfish.com/webps1/95.webp,1
96,Bottlenose catfish,Ageneiosus marmoratus,"Guyana, Suriname,",,7.5,22.0,26.0,20.0,360.0,https://selectyourfish.com/webps1/96.webp,1
97,Gulper catfish,Asterophysus batrachus,"Brazil, Venezuela,",6.0,7.5,22.0,28.0,25.0,360.0,https://selectyourfish.com/webps1/97.webp,1
98,Midnight catfish,Auchenipterichthys coracoideus,"Peru, Brazil, Guyana,",6.0,7.5,22.0,25.0,11.0,75.0,https://selectyourfish.com/webps1/98.webp,1
99,Oil catfish,Centromochlus perugiae,"Peru, Ecuador,",6.0,7.5,24.0,23.0,6.0,55.0,https://selectyourfish.com/webps1/99.webp,1
100,Jaguar catfish,Liosomadoras oncinus,"Brazil,",6.0,7.5,22.0,28.0,23.0,245.0,https://selectyourfish.com/webps1/100.webp,1
101,Pygmy driftwood catfish,Trachelyichthys exilis,"Peru,",6.0,7.5,22.0,25.0,8.0,80.0,https://selectyourfish.com/webps1/101.webp,1
102,Black phantom tetra,Hyphessobrycon megalopterus,"Bolivia, Brazil,",6.0,7.5,21.0,28.0,3.6,65.0,https://selectyourfish.com/webps1/102.webp,2
103,Black Neon Tetra,Hyphessobrycon herbertaxelrodi,"Brazil,",5.5,7.5,22.0,28.0,3.5,60.0,https://selectyourfish.com/webps1/103.webp,2
104,Black widow tetra,Gymnocorymbus ternetzi,"Brazil, Bolivia, Argentina,",6.0,7.5,20.0,26.0,6.0,75.0,https://selectyourfish.com/webps1/104.webp,2
105,Bleeding heart tetra,Hyphessobrycon erythrostigma,"Peru,",6.0,7.5,21.0,27.0,6.0,75.0,https://selectyourfish.com/webps1/105.webp,2
106,Bloodfin tetra,Aphyocharax anisitsi,"Brazil, Paraguay, Argentina,",6.0,8.0,22.0,28.0,5.5,75.0,https://selectyourfish.com/webps1/106.webp,2
107,Blue tetra,Knodus borki,"Colombia, Brazil,",5.5,7.0,22.0,26.0,5.0,85.0,https://selectyourfish.com/webps1/107.webp,2
108,Bucktooth tetra,Exodon paradoxus,"Brazil,",5.5,7.5,23.0,28.0,12.0,170.0,https://selectyourfish.com/webps1/108.webp,2
109,Buenos Aires tetra,Hyphessobrycon anisitsi,"Brazil, Paraguay, Argentina,",6.0,8.0,19.0,27.0,7.5,95.0,https://selectyourfish.com/webps1/109.webp,2
110,Cardinal tetra,Paracheirodon axelrodi,"Brazil,",5.0,7.0,23.0,29.0,4.5,60.0,https://selectyourfish.com/webps1/110.webp,2
111,Blind cave tetra,Astyanax mexicanus,"Mexico,",6.0,8.0,21.0,25.0,12.0,95.0,https://selectyourfish.com/webps1/111.webp,2
112,Diamond tetra,Moenkhausia pittieri,"Venezuela,",6.0,7.5,24.0,28.0,6.0,75.0,https://selectyourfish.com/webps1/112.webp,2
113,Ember tetra,Hyphessobrycon amandae,"Brazil,",5.5,7.0,22.0,28.0,2.0,35.0,https://selectyourfish.com/webps1/113.webp,2
114,Emperor tetra,Nematobrycon palmeri,"Colombia ,",5.5,7.5,23.0,27.0,5.0,75.0,https://selectyourfish.com/webps1/114.webp,2
115,Flame tetra,Hyphessobrycon flammeus,"Brazil,",5.5,7.5,20.0,26.0,2.5,38.0,https://selectyourfish.com/webps1/115.webp,2
116,Garnet tetra,Hemigrammus pulcher,"Peru,",5.0,7.0,23.0,28.0,4.5,75.0,https://selectyourfish.com/webps1/116.webp,2
117,Glass bloodfin tetra,Prionobrama filigera,South America,6.0,7.5,23.0,27.0,6.0,75.0,https://selectyourfish.com/webps1/117.webp,2
118,Glowlight tetra,Hemigrammus erythrozonus,"Guyana,",6.0,7.5,24.0,28.0,4.0,70.0,https://selectyourfish.com/webps1/118.webp,2
119,Paradise Threadfin,Polynemus paradiseus,"South Asia, South East Asia",6.5,8.0,24.0,28.0,25.0,285.0,https://selectyourfish.com/webps1/119.webp,1
120,Green neon tetra,Paracheirodon simulans,"Brazil, Venezuela, Colombia,",5.5,7.5,22.0,30.0,2.5,55.0,https://selectyourfish.com/webps1/120.webp,2
121,Head-and-taillight tetra,Hemigrammus ocellifer,"The Guianas, Peru, Brazil,",5.5,7.5,24.0,28.0,4.5,65.0,https://selectyourfish.com/webps1/121.webp,2
122,January tetra,Hemigrammus hyanuary,"Peru, Brazil,",5.5,7.0,23.0,27.0,4.0,65.0,https://selectyourfish.com/webps1/122.webp,2
123,Lemon tetra,Hyphessobrycon pulchripinnis,"Brazil,",6.0,8.0,22.0,28.0,5.0,65.0,https://selectyourfish.com/webps1/123.webp,2
124,Neon tetra,Paracheirodon innesi,"Peru, Colombia, Brazil,",5.0,7.5,21.0,25.0,3.75,40.0,https://selectyourfish.com/webps1/124.webp,2
125,Ornate tetra,Hyphessobrycon bentosi,"Brazil,",5.5,7.5,22.0,28.0,4.5,75.0,https://selectyourfish.com/webps1/125.webp,2
126,Penguin tetra,Thayeria boehlkei,"Peru, Brazil,",6.0,7.5,22.0,28.0,6.5,75.0,https://selectyourfish.com/webps1/126.webp,2
127,Red eye tetra,Moenkhausia sanctaefilomenae,"Brazil, Paraguay, Argentina,",6.0,7.5,22.0,26.0,7.0,105.0,https://selectyourfish.com/webps1/127.webp,2
128,Red phantom tetra,Hyphessobrycon sweglesi,"Venezuela, Colombia,",5.5,7.5,22.0,28.0,4.0,55.0,https://selectyourfish.com/webps1/128.webp,2
129,Rosy tetra,Hyphessobrycon rosaceus,"Guyana, Suriname, Brazil,",5.5,7.5,24.0,28.0,4.0,55.0,https://selectyourfish.com/webps1/129.webp,2
130,Royal tetra,Inpaichthys kerri,"Brazil,",5.5,7.5,24.0,27.0,3.5,55.0,https://selectyourfish.com/webps1/130.webp,2
131,Rummy-nose tetra,Hemigrammus rhodostomus,"Brazil, Venezuela,",5.5,7.0,24.0,27.0,5.0,75.0,https://selectyourfish.com/webps1/131.webp,2
132,Splash tetra,Copella arnoldi,"Brazil,",5.5,7.0,20.0,28.0,5.5,70.0,https://selectyourfish.com/webps1/132.webp,2
133,Serpae tetra,Hyphessobrycon serpae,"Brazil, Paraguay, Argentina,",5.5,7.5,20.0,28.0,4.5,65.0,https://selectyourfish.com/webps1/133.webp,2
134,Silvertip tetra,Hasemania nana,"Brazil,",6.0,8.0,23.0,28.0,4.0,70.0,https://selectyourfish.com/webps1/134.webp,2
135,X-ray tetra,Pristella maxillaris,"Venezuela, The Guianas",6.0,8.0,22.0,28.0,4.5,70.0,https://selectyourfish.com/webps1/135.webp,2
136,Congo tetra,Phenacogrammus interruptus,Congo Basin,6.0,7.5,23.0,28.0,8.0,90.0,https://selectyourfish.com/webps1/136.webp,2
137,Jellybean tetra,Ladigesia roloffi,"Sierra Leone,",6.0,7.5,22.0,27.0,3.0,37.0,https://selectyourfish.com/webps1/137.webp,2
138,Long-fin tetra,Brycinus longipinnis,Congo Basin,6.0,7.5,22.0,26.0,12.5,190.0,https://selectyourfish.com/webps1/138.webp,2
139,Niger tetra,Arnoldichthys spilopterus,"Nigeria,",6.0,8.0,24.0,27.0,10.0,190.0,https://selectyourfish.com/webps1/139.webp,2
140,Yellow-tailed Congo tetra,Alestopetersius caudalis,Congo Basin,6.0,7.5,22.0,26.0,6.0,75.0,https://selectyourfish.com/webps1/140.webp,2
141,Common hatchetfish,Gasteropelecus sternicla,"Brazil,",5.5,7.0,20.0,28.0,4.0,125.0,https://selectyourfish.com/webps1/141.webp,3
142,Marbled hatchetfish,Carnegiella strigata,South America,5.5,7.0,20.0,28.0,4.0,120.0,https://selectyourfish.com/webps1/142.webp,3
143,Blackwing hatchetfish,Carnegiella marthae,"Venezuela, Brazil,",5.5,7.0,20.0,28.0,3.5,115.0,https://selectyourfish.com/webps1/143.webp,3
144,Pygmy hatchetfish,Carnegiella myersi,"Peru, Bolivia,",5.5,7.0,23.0,26.0,2.5,100.0,https://selectyourfish.com/webps1/144.webp,3
145,Golden pencilfish,Nannostomus beckfordi,"The Guianas, Brazil, Venezuela,",6.0,7.5,21.0,27.0,6.0,70.0,https://selectyourfish.com/webps1/145.webp,2
146,Hockeystick pencilfish,Nannostomus eques,"Brazil, Peru, Colombia,",5.0,7.0,22.0,28.0,3.5,55.0,https://selectyourfish.com/webps1/146.webp,2
147,Barred pencilfish,Nannostomus espei,"Guyana,",5.5,7.0,22.0,28.0,3.0,55.0,https://selectyourfish.com/webps1/147.webp,2
148,Dwarf pencilfish,Nannostomus marginatus,"Peru, Colombia, Brazil,",5.0,7.0,22.0,28.0,2.5,45.0,https://selectyourfish.com/webps1/148.webp,2
149,Coral red pencilfish,Nannostomus mortenthaleri,"Peru,",5.5,7.0,24.0,28.0,3.0,55.0,https://selectyourfish.com/webps1/149.webp,2
150,Three-lined pencilfish,Nannostomus trifasciatus,South America,5.5,7.0,22.0,28.0,3.3,55.0,https://selectyourfish.com/webps1/150.webp,2
151,One-lined Pencilfish,Nannostomus unifasciatus,"Brazil, Bolivia, Colombia,",5.5,7.0,23.0,28.0,4.0,65.0,https://selectyourfish.com/webps1/151.webp,2
152,Silver Dollar,Metynnis argenteus,"Brazil,",6.0,7.5,24.0,28.0,15.0,265.0,https://selectyourfish.com/webps1/153.webp,2
153,Silver Dollar,Metynnis hypsauchen,"Guyana, Brazil, Peru, Bolivia,",6.0,7.5,24.0,28.0,14.0,265.0,https://selectyourfish.com/webps1/153.webp,2
154,Red-bellied Piranha,Pygocentrus nattereri,South America,6.0,7.5,24.0,28.0,32.0,605.0,https://selectyourfish.com/webps1/154.webp,2
155,Disk tetra,Myleus schomburgkii,"Venezuela, Peru, Brazil,",5.5,7.0,23.0,27.0,40.0,645.0,https://selectyourfish.com/webps1/155.webp,2
156,Vampire Tetra,Hydrocyon scomberoides,"Brazil, Bolivia, Peru, Ecuador,",5.0,7.5,24.0,28.0,30.0,700.0,https://selectyourfish.com/webps1/156.webp,2
157,Hujeta gar,Ctenolucius hujeta,"Venezuela, Colombia,",6.0,7.5,22.0,28.0,25.0,210.0,https://selectyourfish.com/webps1/157.webp,3
158,Kissing prochilodus,Semaprochilodus insignis,South America,6.0,7.5,23.0,29.0,35.0,510.0,https://selectyourfish.com/webps1/158.webp,2
159,Marbled headstander,Abramites hypselonotus,South America,6.0,7.5,20.0,30.0,14.0,265.0,https://selectyourfish.com/webps1/159.webp,2
160,Banded leporinus,Leporinus fasciatus,South America,6.0,7.5,20.0,28.0,27.0,150.0,https://selectyourfish.com/webps1/160.webp,2
161,Striped headstander,Anostomus anostomus,"Peru, Brazil, Venezuela, Guyana,",6.0,7.5,20.0,28.0,19.0,265.0,https://selectyourfish.com/webps1/161.webp,2
162,Pink-tail chalceus,Chalceus macrolepidotus,South America,6.0,7.5,23.0,28.0,25.0,240.0,https://selectyourfish.com/webps1/162.webp,2
163,Red wolf fish,Erythrinus erythrinus,South America,6.0,7.5,22.0,26.0,20.0,150.0,https://selectyourfish.com/webps1/163.webp,1
164,Red tail barracuda,Acestrorhynchus falcatus,South America,6.0,7.5,22.0,28.0,30.0,380.0,https://selectyourfish.com/webps1/164.webp,2
165,Spotted headstander,Chilodus punctatus,South America,6.0,7.5,20.0,28.0,8.0,85.0,https://selectyourfish.com/webps1/165.webp,2
166,Sunshine peacock cichlid,Aulonocara baenschi,"Lake Malawi,",7.5,8.5,25.0,29.0,16.0,240.0,https://selectyourfish.com/webps1/166.webp,2
167,Pale usisya aulonocara,Aulonocara steveni,"Lake Malawi,",7.5,8.5,24.0,28.0,14.0,240.0,https://selectyourfish.com/webps1/167.webp,2
168,Red fin hap,Copadichromis borleyi,"Lake Malawi,",7.5,8.5,25.0,29.0,20.0,300.0,https://selectyourfish.com/webps1/168.webp,2
169,Eureka red peacock,Aulonocara jacobfreibergi,"Lake Malawi,",7.5,8.5,25.0,29.0,17.0,240.0,https://selectyourfish.com/webps1/169.webp,2
170,Spilo,Champsochromis spilorhynchus,"Lake Malombe, Lake Malawi ,",7.5,8.5,24.0,27.0,40.0,475.0,https://selectyourfish.com/webps1/170.webp,2
171,Blue dolphin cichlid,Cyrtocara moorii,"Lake Malawi,",7.5,8.5,25.0,29.0,25.0,250.0,https://selectyourfish.com/webps1/171.webp,2
172,Afra cichlid,Cynotilapia afra,"Lake Malawi,",7.5,8.5,25.0,29.0,10.0,110.0,https://selectyourfish.com/webps1/172.webp,2
173,Rusty cichlid,Iodotropheus sprengerae,"Lake Malawi,",7.5,8.5,25.0,29.0,10.0,90.0,https://selectyourfish.com/webps1/173.webp,2
174,Fuelleborn's cichlid,Labeotropheus fuelleborni,"Lake Malawi,",7.5,8.5,24.0,28.0,18.0,175.0,https://selectyourfish.com/webps1/174.webp,2
175,Electric yellow cichlid,Labidochromis caeruleus,"Lake Malawi,",7.5,8.5,24.0,28.0,12.0,160.0,https://selectyourfish.com/webps1/175.webp,2
176,Electric Blue Hap,Sciaenochromis fryeri,"Lake Malawi,",7.5,8.5,24.0,28.0,18.0,250.0,https://selectyourfish.com/webps1/176.webp,2
177,Malawi eyebiter,Dimidiochromis compressiceps,"Lake Malawi,",7.5,8.5,23.0,28.0,25.0,250.0,https://selectyourfish.com/webps1/177.webp,2
178,Mascara Barb,Dawkinsia assimilis,India,6.5,7.5,19.0,25.0,12.0,200.0,https://selectyourfish.com/webps1/178.webp,2
179,Odessa Barb,Pethia padamya,Myanmar ,6.0,7.0,16.0,25.0,4.5,75.0,https://selectyourfish.com/webps1/179.webp,2
180,Auratus cichlid,Melanochromis auratus,"Lake Malawi,",7.5,8.5,24.0,28.0,11.0,200.0,https://selectyourfish.com/webps1/180.webp,2
181,Chipokee cichlid,Melanochromis chipokae,"Lake Malawi,",7.5,8.5,24.0,28.0,12.0,200.0,https://selectyourfish.com/webps1/181.webp,2
182,Blue johanni cichlid,Melanochromis cyaneorhabdos,"Lake Malawi,",7.5,8.5,24.0,28.0,10.0,170.0,https://selectyourfish.com/webps1/182.webp,2
183,Pearl of Likoma,Melanochromis joanjohnsonae,"Lake Malawi,",7.5,8.5,24.0,27.0,10.0,170.0,https://selectyourfish.com/webps1/183.webp,2
184,Aurora cichlid,Maylandia aurora,"Lake Malawi,",7.5,8.5,24.0,27.0,12.0,115.0,https://selectyourfish.com/webps1/184.webp,2
185,Red zebra cichlid,Metriaclima estherae,"Lake Malawi,",7.5,8.5,24.0,28.0,10.0,170.0,https://selectyourfish.com/webps1/185.webp,2
186,Cobalt blue cichlid,Maylandia callainos,"Lake Malawi,",7.5,8.5,24.0,28.0,13.0,170.0,https://selectyourfish.com/webps1/186.webp,2
187,Kenyi cichlid,Maylandia lombardoi,"Lake Malawi,",7.5,8.5,24.0,28.0,14.0,200.0,https://selectyourfish.com/webps1/187.webp,2
188,Fusco Hap,Nimbochromis fuscotaeniatus,"Lake Malawi,",7.5,8.5,24.0,28.0,25.0,280.0,https://selectyourfish.com/webps1/188.webp,2
