fish_id,name_english,name_latin,origin,phmin,phmax,temperature_min,temperature_max,cm_max,tank_size_liter,image_url,swim
189,Livingston's cichlid,Nimbochromis livingstonii,"Lake Malawi,",7.5,8.5,24.0,28.0,25.0,280.0,https://selectyourfish.com/webps1/189.webp,2
190,Kaligono,Nimbochromis polystigma,"Lake Malawi,",7.5,8.5,24.0,28.0,26.0,280.0,https://selectyourfish.com/webps1/190.webp,2
191,Venustus cichlid,Nimbochromis venustus,"Lake Malawi,",7.5,8.5,24.0,28.0,30.0,280.0,https://selectyourfish.com/webps1/191.webp,2
192,Red empress cichlid,Protomelas taeniolatus,"Lake Malawi,",7.5,8.5,24.0,28.0,20.0,200.0,https://selectyourfish.com/webps1/192.webp,2
193,Bumblebee cichlid,Pseudotropheus crabro,"Lake Malawi,",7.5,8.5,24.0,28.0,15.0,200.0,https://selectyourfish.com/webps1/193.webp,2
194,Yellow-tail acei,Pseudotropheus acei,"Lake Malawi,",7.5,8.5,24.0,28.0,12.0,160.0,https://selectyourfish.com/webps1/194.webp,2
195,Johanni cichlid,Melanochromis johanni,"Lake Malawi,",7.5,8.5,23.0,27.0,12.0,160.0,https://selectyourfish.com/webps1/195.webp,2
196,Dwarf Mbuna,Pseudotropheus demasoni,"Lake Malawi,",7.5,8.5,24.0,28.0,10.0,200.0,https://selectyourfish.com/webps1/196.webp,2
197,Saulosi Mbuna,Pseudotropheus saulosi,"Lake Malawi,",7.5,8.5,23.0,27.0,10.0,160.0,https://selectyourfish.com/webps1/197.webp,2
198,Malawi barracuda,Rhamphochromis cf. macrophthalmus,"Lake Malawi,",7.5,8.5,23.0,27.0,25.0,300.0,https://selectyourfish.com/webps1/198.webp,2
199,Frontosa cichild,Cyphotilapia frontosa,"Lake Tanganyika,",7.8,9.0,23.0,27.0,32.0,860.0,https://selectyourfish.com/webps1/199.webp,2
200,Brown Julie,Julidochromis dickfeldi,"Lake Tanganyika,",7.8,9.0,23.0,27.0,15.0,75.0,https://selectyourfish.com/webps1/200.webp,2
201,Masked Julie,Julidochromis marlieri,"Lake Tanganyika,",7.8,9.0,23.0,27.0,15.0,110.0,https://selectyourfish.com/webps1/201.webp,2
202,Golden Julie,Julidochromis ornatus,"Lake Tanganyika,",7.8,9.0,23.0,27.0,8.0,70.0,https://selectyourfish.com/webps1/202.webp,2
203,Sardine Cichlid,Cyprichromis leptosoma,"Lake Tanganyika,",7.8,9.0,24.0,27.0,11.0,170.0,https://selectyourfish.com/webps1/203.webp,2
204,Lyretail cichlid,Neolamprologus brichardi,"Lake Tanganyika,",7.8,9.0,23.0,27.0,10.0,110.0,https://selectyourfish.com/webps1/204.webp,2
205,Lemon cichlid,Neolamprologus leleupi,"Lake Tanganyika,",7.8,9.0,23.0,27.0,11.5,75.0,https://selectyourfish.com/webps1/205.webp,2
206,Featherfin cichlid,Ophthalmotilapia ventralis,"Lake Tanganyika,",7.8,9.0,23.0,27.0,15.0,230.0,https://selectyourfish.com/webps1/206.webp,2
207,Zebra obliquidens,Astatotilapia latifasciata,"Lake Kyoga, Lake Nawampas,",7.0,8.0,23.0,28.0,12.5,115.0,https://selectyourfish.com/webps1/207.webp,2
208,Allauad's haplo,Astatoreochromis alluaudi,"Lake Victoria,",7.0,8.0,23.0,28.0,19.0,210.0,https://selectyourfish.com/webps1/208.webp,2
209,Hippo Point Salmon,Ptyochromis sp.,"Lake Victoria,",7.0,8.5,23.0,28.0,13.0,115.0,https://selectyourfish.com/webps1/209.webp,2
210,Flameback cichlid,Pundamilia nyererei,"Lake Victoria,",7.0,8.5,23.0,27.0,9.0,160.0,https://selectyourfish.com/webps1/210.webp,2
211,African butterfly cichlid,Anomalochromis thomasi,"Sierra Leone, Guinea, Liberia,",6.0,7.5,23.0,27.0,8.0,95.0,https://selectyourfish.com/webps1/211.webp,2
212,Jewel cichlid,Hemichromis bimaculatus,West Africa,6.0,7.5,22.0,28.0,15.0,115.0,https://selectyourfish.com/webps1/212.webp,2
213,Blockhead Cichlid,Steatocranus casuarius,Congo Basin,6.5,8.0,24.0,28.0,12.0,95.0,https://selectyourfish.com/webps1/213.webp,2
214,Blood-red jewel cichlid,Hemichromis lifalili,Congo Basin,6.0,7.5,23.0,26.0,10.0,75.0,https://selectyourfish.com/webps1/214.webp,2
215,Kribensis,Pelvicachromis pulcher,"Nigeria, Cameroon,",6.0,7.5,24.0,27.0,10.0,75.0,https://selectyourfish.com/webps1/215.webp,2
216,Guenther's Mouthbrooder,Chromidotilapia guentheri,West Africa,6.0,7.5,24.0,27.0,15.0,115.0,https://selectyourfish.com/webps1/216.webp,2
217,Agassiz's dwarf cichlid,Apistogramma agassizii,"Brazil,",5.5,7.0,22.0,29.0,9.0,75.0,https://selectyourfish.com/webps1/217.webp,2
218,Zebra acara,Nannacara adoketa,"Brazil,",5.0,6.5,22.0,28.0,12.0,95.0,https://selectyourfish.com/webps1/218.webp,2
219,Umbrella Cichlid,Apistogramma borellii,"Brazil, Paraguay, Argentina,",6.0,7.0,20.0,26.0,6.5,70.0,https://selectyourfish.com/webps1/219.webp,2
220,Cockatoo cichlid,Apistogramma cacatuoides,"Brazil, Peru,",6.0,7.5,22.0,29.0,7.5,70.0,https://selectyourfish.com/webps1/220.webp,2
221,Panda dwarf cichlid,Apistogramma nijsseni,"Peru,",5.0,6.5,24.0,28.0,8.5,70.0,https://selectyourfish.com/webps1/221.webp,2
222,Three-Stripe Dwarf Cichlid,Apistogramma trifasciata,"Brazil, Paraguay, Argentina,",5.5,7.0,20.0,25.0,5.5,75.0,https://selectyourfish.com/webps1/222.webp,2
223,Two-Stripe Dwarf Cichlid,Apistogramma bitaeniata,"Peru, Colombia, Brazil,",5.0,6.5,22.0,29.0,7.5,75.0,https://selectyourfish.com/webps1/223.webp,2
224,Checkerboard Cichlid,Dicrossus filamentosus,"Colombia, Venezuela, Brazil,",5.0,6.5,26.0,30.0,9.0,75.0,https://selectyourfish.com/webps1/224.webp,2
225,Blue ram,Mikrogeophagus ramirezi,"Colombia, Venezuela,",5.5,7.0,27.0,30.0,6.0,70.0,https://selectyourfish.com/webps1/225.webp,2
226,Bolivian ram,Mikrogeophagus altispinosa,"Bolivia, Brazil,",6.0,7.5,24.0,28.0,8.0,170.0,https://selectyourfish.com/webps1/226.webp,2
227,Dwarf flag cichlid,Laetacara curviceps,"Brazil,",6.0,7.5,20.0,28.0,5.5,75.0,https://selectyourfish.com/webps1/227.webp,2
228,Gold Saum,Andinoacara rivulatus,"Peru, Ecuador,",6.5,8.0,20.0,24.0,30.0,285.0,https://selectyourfish.com/webps1/228.webp,2
229,Blue acara,Andinoacara pulcher,"Trinidad and Tobago, Venezuela,",6.5,8.0,22.0,28.0,15.0,160.0,https://selectyourfish.com/webps1/229.webp,2
230,Threadfin acara,Acarichthys heckelii,"Colombia, Peru, Brazil, Guyana,",6.0,7.5,24.0,30.0,20.0,200.0,https://selectyourfish.com/webps1/230.webp,2
231,Eartheater cichlid,Geophagus altifrons,"Brazil,",6.0,7.5,26.0,32.0,25.0,435.0,https://selectyourfish.com/webps1/231.webp,2
232,Cupid cichlid,Biotodoma cupido,"Peru, Bolivia, Guyana, Brazil,",5.5,7.0,20.0,30.0,12.0,200.0,https://selectyourfish.com/webps1/232.webp,2
233,Keyhole cichlid,Cleithracara maronii,"Venezuela, The Guianas",6.0,7.5,21.0,28.0,11.0,95.0,https://selectyourfish.com/webps1/233.webp,2
234,Flag cichlid,Mesonauta festivus,South America,6.0,7.5,24.0,28.0,15.0,140.0,https://selectyourfish.com/webps1/234.webp,2
235,Angelfish,Pterophyllum scalare,South America,6.0,7.5,24.0,30.0,15.0,115.0,https://selectyourfish.com/webps1/235.webp,2
236,Altum angelfish,Pterophyllum altum,"Colombia, Venezuela,",5.5,6.5,26.0,32.0,18.0,170.0,https://selectyourfish.com/webps1/236.webp,2
237,Roman Nose Angelfish,Pterophyllum leopoldi,"Brazil, Guyana,",6.0,7.2,22.0,29.0,10.0,115.0,https://selectyourfish.com/webps1/237.webp,2
238,Discus,Symphysodon aequifasciatus,"Peru, Colombia, Brazil,",6.0,7.0,26.0,32.0,20.0,245.0,https://selectyourfish.com/webps1/238.webp,2
239,Common pleco,Hypostomus plecostomus,"Brazil, French Guiana, Guyana,",6.5,7.5,22.0,30.0,40.0,320.0,https://selectyourfish.com/webps1/239.webp,1
240,Oscar,Astronotus ocellatus,South America,6.0,7.5,20.0,28.0,35.0,360.0,https://selectyourfish.com/webps1/240.webp,2
241,Chocolate cichlid,Hypselecara temporalis,"Peru, Colombia, Venezuela, Brazil,",6.0,7.5,25.0,30.0,30.0,245.0,https://selectyourfish.com/webps1/241.webp,2
242,Severum,Heros efasciatus,"Brazil,",6.0,7.5,22.0,29.0,30.0,245.0,https://selectyourfish.com/webps1/242.webp,2
243,Uaru cichlid,Uaru amphiacanthoides,"Brazil, Guyana,",6.0,7.5,27.0,30.0,30.0,245.0,https://selectyourfish.com/webps1/243.webp,2
244,Canara pearlspot,Etroplus canarensis,"India,",7.0,8.0,22.0,32.0,11.0,210.0,https://selectyourfish.com/webps1/244.webp,2
245,Green chromide,Etroplus suratensis,"Sri Lanka,",7.0,8.0,20.0,30.0,30.0,550.0,https://selectyourfish.com/webps1/245.webp,2
246,Orange chromide,Etroplus maculatus,"Sri Lanka, India,",7.0,8.0,20.0,28.0,10.0,210.0,https://selectyourfish.com/webps1/246.webp,2
247,Pinstripe damba cichlid,Paretroplus menarambo,"Madagascar,",7.0,8.5,26.0,29.0,25.0,360.0,https://selectyourfish.com/webps1/247.webp,2
248,Sturgeon Catfish,Lamontichthys filamentosus,"Brazil, Bolivia, Peru, Ecuador,",6.0,7.5,22.0,30.0,16.0,135.0,https://selectyourfish.com/webps1/248.webp,1
249,Redhook,Myloplus rubripinnis,South America,5.5,7.5,23.0,27.0,25.0,265.0,https://selectyourfish.com/webps1/249.webp,2
250,Silver shark,Balantiocheilus melanopterus,"Borneo, Sumatra,",6.0,7.5,22.0,28.0,40.0,360.0,https://selectyourfish.com/webps1/250.webp,2
251,Siamese algae eater,Crossocheilus oblongus,"Thailand, Malaysia,",6.0,7.5,20.0,26.0,16.0,140.0,https://selectyourfish.com/webps1/251.webp,1
252,Flying fox,Epalzeorhynchos kalopterus,"Thailand, Malaysia,",6.5,7.5,20.0,26.0,16.0,140.0,https://selectyourfish.com/webps1/252.webp,1
253,Red-tailed black shark,Epalzeorhynchos bicolor,"Thailand,",6.5,7.5,20.0,26.0,12.0,115.0,https://selectyourfish.com/webps1/253.webp,1
254,Rainbow shark,Epalzeorhynchos frenatum,"Thailand, Laos, Cambodia,",6.5,7.5,20.0,26.0,15.0,120.0,https://selectyourfish.com/webps1/254.webp,1
255,Cambodian log sucker,Garra cambodgiensis,"Thailand, Laos, Cambodia, Vietnam,",6.5,7.5,20.0,27.0,15.0,120.0,https://selectyourfish.com/webps1/255.webp,1
256,Chinese algae eater,Gyrinocheilus aymonieri,"Cambodia, Laos, Vietnam,",6.5,7.5,22.0,26.0,28.0,175.0,https://selectyourfish.com/webps1/256.webp,1
257,Espei rasbora,Trigonostigma espei,"Thailand, Cambodia,",6.0,7.0,23.0,28.0,3.8,40.0,https://selectyourfish.com/webps1/257.webp,2
258,Harlequin rasbora,Trigonostigma heteromorpha,"Thailand, Sunda Islands",6.0,7.0,22.0,28.0,5.0,55.0,https://selectyourfish.com/webps1/258.webp,2
259,Glowlight rasbora,Trigonostigma hengeli,"Sumatra, Borneo,",6.0,7.0,23.0,28.0,4.0,45.0,https://selectyourfish.com/webps1/259.webp,2
260,Red-striped rasbora,Trigonopoma pauciperforata,South East Asia,6.0,7.0,21.0,26.0,7.0,85.0,https://selectyourfish.com/webps1/260.webp,2
261,Dwarf rasbora,Boraras maculatus,"Malaysia, Thailand, Sumatra,",5.0,7.0,22.0,28.0,2.5,25.0,https://selectyourfish.com/webps1/261.webp,2
262,Eyespot rasbora,Brevibora dorsiocellata,South East Asia,6.0,7.5,20.0,25.0,3.5,35.0,https://selectyourfish.com/webps1/262.webp,2
263,Brilliant rasbora,Rasbora einthovenii,"Malaysia, Thailand, Sumatra,",6.0,7.5,22.0,28.0,9.0,75.0,https://selectyourfish.com/webps1/263.webp,2
264,Clown rasbora,Rasbora kalochroma,"Malaysia, Borneo, Sumatra,",6.0,7.5,23.0,28.0,10.0,130.0,https://selectyourfish.com/webps1/264.webp,2
265,Scissortail rasbora,Rasbora trilineata,South East Asia,6.0,7.5,22.0,25.0,14.0,170.0,https://selectyourfish.com/webps1/265.webp,2
266,Volcano rasbora,Rasbora vulcanus,"Sumatra,",6.0,7.5,23.0,26.0,4.5,55.0,https://selectyourfish.com/webps1/266.webp,2
267,Red-tailed rasbora,Rasbora borapetensis,"Thailand, Laos, Cambodia, Vietnam,",6.0,7.5,22.0,26.0,6.0,70.0,https://selectyourfish.com/webps1/267.webp,2
268,Pearl danio,Danio albolineatus,South East Asia,6.0,7.5,16.0,25.0,6.0,70.0,https://selectyourfish.com/webps1/268.webp,2
269,Celestial Pearl danio,Danio margaritatus,"Myanmar,",6.5,7.5,22.0,26.0,2.0,35.0,https://selectyourfish.com/webps1/269.webp,2
270,Bengal danio,Devario devario,"India, Nepal, Bangladesh,",6.0,7.5,15.0,27.0,9.0,130.0,https://selectyourfish.com/webps1/270.webp,2
271,Giant danio,Devario aequipinnatus,"Pakistan, India, Bangladesh",6.0,7.5,22.0,27.0,15.0,190.0,https://selectyourfish.com/webps1/271.webp,2
272,Malabar danio,Devario malabaricus,"India,",6.0,7.5,18.0,25.0,13.0,180.0,https://selectyourfish.com/webps1/272.webp,2
273,Queen danio,Devario regina,"Thailand, Myanmar,",6.0,7.5,20.0,26.0,8.0,115.0,https://selectyourfish.com/webps1/273.webp,2
274,Spotted danio,Danio nigrofasciatus,"Myanmar,",6.0,7.5,18.0,26.0,3.7,40.0,https://selectyourfish.com/webps1/274.webp,2
275,Blue danio,Danio kerri,"Thailand,",6.0,7.5,20.0,26.0,4.5,40.0,https://selectyourfish.com/webps1/275.webp,2
276,Zebra danio,Danio rerio,"Eastern India, Bangladesh,",6.0,7.5,18.0,24.0,5.0,55.0,https://selectyourfish.com/webps1/276.webp,2
277,Common goldfish,Carassius auratus,"China,",6.0,8.0,4.0,28.0,20.0,90.0,https://selectyourfish.com/webps1/277.webp,2
278,Rainbow Cichlid,Herotilapia multispinosa,"Honduras, Nicaragua, Costa Rica,",7.0,8.0,22.0,28.0,16.0,100.0,https://selectyourfish.com/webps1/278.webp,2
279,European Bitterling,Rhodeus amarus,Europe,6.5,8.0,13.0,22.0,10.0,130.0,https://selectyourfish.com/webps1/279.webp,2
280,White Cloud Mountain minnow,Tanichthys albonubes,"China,",6.0,7.5,14.0,22.0,4.0,45.0,https://selectyourfish.com/webps1/280.webp,2
281,Red shiner,Cyprinella lutrensis,"United States,",6.5,8.0,14.0,25.0,9.0,135.0,https://selectyourfish.com/webps1/281.webp,2
282,Western Mosquitofish,Gambusia affinis,"United States, Mexico,",6.0,8.0,18.0,27.0,7.5,25.0,https://selectyourfish.com/webps1/282.webp,2
283,Fathead minnow,Pimephales promelas,"North America,",6.5,8.0,10.0,22.0,7.5,75.0,https://selectyourfish.com/webps1/283.webp,1
284,Rainbow shiner,Notropis chrosomus,"United States,",6.0,7.5,10.0,22.0,8.0,75.0,https://selectyourfish.com/webps1/284.webp,2
285,European minnow,Phoxinus phoxinus,"United States,",6.5,7.5,12.0,20.0,13.0,170.0,https://selectyourfish.com/webps1/285.webp,2
286,Southern redbelly dace,Phoxinus erythrogaster,"United States,",6.5,7.5,14.0,21.0,10.0,230.0,https://selectyourfish.com/webps1/286.webp,2
287,Melanzona Guppy,Poecilia parae,"Brazil, The Guianas,",6.5,7.5,24.0,28.0,5.0,55.0,https://selectyourfish.com/webps1/287.webp,2
288,Blood Parrot Cichlid,A. citrinellus x V. synspilum,"no natural occurrence,",6.5,7.5,22.0,28.0,20.0,120.0,https://selectyourfish.com/webps1/288.webp,2
289,Saddle-back Loach,Homaloptera orthogoniata,"Borneo,",6.0,7.5,20.0,25.0,11.0,170.0,https://selectyourfish.com/webps1/289.webp,1
290,Fork-tailed loach,Vaillantella maassi,"Sumatra, Borneo,",6.0,7.5,23.0,29.0,12.0,175.0,https://selectyourfish.com/webps1/290.webp,1
291,Horseface loach,Acantopsis dialuzona,"Sunda Islands, Thailand,",6.0,7.5,16.0,24.0,20.0,210.0,https://selectyourfish.com/webps1/291.webp,1
292,Weather Loach,Misgurnus anguillicaudatus,"Korea, Japan, China, Vietnam,",6.0,7.5,10.0,23.0,28.0,210.0,https://selectyourfish.com/webps1/292.webp,1
293,Kuhli loach,Pangio semicincta,"Sumatra, Malay Peninsula,",6.0,7.5,21.0,26.0,10.0,105.0,https://selectyourfish.com/webps1/293.webp,1
294,Java loach,Pangio oblonga,"Sunda Islands, Thailand,",6.0,7.5,21.0,26.0,8.0,95.0,https://selectyourfish.com/webps1/294.webp,1
295,Clown loach,Chromobotia macracanthus,"Sumatra, Borneo,",6.0,7.5,24.0,30.0,30.0,285.0,https://selectyourfish.com/webps1/295.webp,1
296,Green tiger loach,Syncrossus hymenophysa,"Sumatra, Borneo,",6.0,7.5,25.0,30.0,21.0,150.0,https://selectyourfish.com/webps1/296.webp,1
297,Banded tiger loach,Syncrossus helodes,"Thailand, Laos, Cambodia, Vietnam,",6.0,7.5,24.0,30.0,30.0,285.0,https://selectyourfish.com/webps1/297.webp,1
298,Redfin tiger loach,Syncrossus berdmorei,"Myanmar,",6.0,7.5,21.0,26.0,24.0,190.0,https://selectyourfish.com/webps1/298.webp,1
299,Dwarf botia,Ambastaia sidthimunki,"Thailand,",6.0,7.5,20.0,30.0,6.0,75.0,https://selectyourfish.com/webps1/299.webp,1
300,Yoyo loach,Botia almorhae,"India, Pakistan ,",6.0,7.5,19.0,27.0,16.0,160.0,https://selectyourfish.com/webps1/300.webp,1
301,Bengal loach,Botia dario,"India, Bangladesh, Bhutan,",6.0,7.5,23.0,26.0,13.0,140.0,https://selectyourfish.com/webps1/301.webp,1
302,Polka-Dot Loach,Botia kubotai,"Myanmar, Thailand,",6.0,7.5,22.0,28.0,15.0,160.0,https://selectyourfish.com/webps1/302.webp,1
303,Gangetic loach,Botia rostrata,"Bangladesh, India,",6.0,7.5,19.0,27.0,20.0,160.0,https://selectyourfish.com/webps1/303.webp,1
304,Zebra loach,Botia striata,"India,",6.0,7.5,21.0,26.0,9.0,140.0,https://selectyourfish.com/webps1/304.webp,1
305,Redtail loach,Yasuhikotakia modesta,"Thailand, Laos, Cambodia, Vietnam,",6.0,7.5,23.0,28.0,25.0,285.0,https://selectyourfish.com/webps1/305.webp,1
306,Skunk loach,Yasuhikotakia morleti,"Laos, Thailand, Cambodia,",6.0,7.5,23.0,28.0,8.5,140.0,https://selectyourfish.com/webps1/306.webp,1
307,Borneo hillstream loach,Gastromyzon ctenocephalus,"Borneo ,",6.0,7.5,20.0,24.0,4.0,75.0,https://selectyourfish.com/webps1/307.webp,1
308,Tiger hillstream loach,Sewellia lineolata,"Vietnam,",6.0,7.5,20.0,24.0,6.5,95.0,https://selectyourfish.com/webps1/308.webp,1
309,Butterfly Loach,Beaufortia kweichowensis,"China,",6.0,7.5,16.0,24.0,7.5,95.0,https://selectyourfish.com/webps1/309.webp,1
310,Guppy,Poecilia reticulata,"Venezuela, The Guianas,",6.8,7.8,18.0,28.0,6.0,50.0,https://selectyourfish.com/webps1/310.webp,2
311,Endler's livebearer,Poecilia wingei,"Venezuela,",6.5,7.5,22.0,30.0,4.0,20.0,https://selectyourfish.com/webps1/311.webp,2
312,Black molly,Poecilia sphenops,"Venezuela, Colombia, Mexico,",7.0,8.0,21.0,28.0,12.0,90.0,https://selectyourfish.com/webps1/312.webp,2
313,Sailfin molly,Poecilia latipinna,"Mexico,",7.0,8.0,21.0,26.0,12.0,90.0,https://selectyourfish.com/webps1/313.webp,2
314,Dalmatian molly,Poecilia latipinna,"United States, Mexico,",7.0,8.0,21.0,26.0,12.0,90.0,https://selectyourfish.com/webps1/314.webp,2
315,Orange Hatchet Danio,Laubuka dadiburjori ,India,6.0,7.5,20.0,24.0,3.0,50.0,https://selectyourfish.com/webps1/315.webp,2
316,Southern platy,Xiphophorus maculatus,"Mexico, Central America",6.8,8.0,20.0,26.0,7.0,55.0,https://selectyourfish.com/webps1/316.webp,2
317,Variable platy,Xiphophorus variatus,"Mexico,",6.8,8.0,20.0,26.0,7.0,55.0,https://selectyourfish.com/webps1/317.webp,2
318,Green swordtail,Xiphophorus hellerii,"Mexico, Central-America,",7.0,8.0,20.0,28.0,15.0,90.0,https://selectyourfish.com/webps1/318.webp,2
319,Largescale four-eyed fish,Anableps anableps,"Brazil, Venezuela, The Guianas",7.0,8.0,25.0,31.0,30.0,265.0,https://selectyourfish.com/webps1/319.webp,3
320,Pike topminnow,Belonesox belizanus,"Mexico, Central America",6.5,7.5,23.0,28.0,20.0,165.0,https://selectyourfish.com/webps1/320.webp,3
321,Cuban limia,Limia vittata,"Cuba,",7.0,8.0,23.0,28.0,6.0,70.0,https://selectyourfish.com/webps1/321.webp,2
322,Knife livebearer,Alfaro cultratus,"Costa Rica, Nicaragua, Panama,",6.5,7.5,24.0,28.0,7.6,120.0,https://selectyourfish.com/webps1/322.webp,2
323,Least killifish,Heterandria formosa,"United States,",6.5,7.5,20.0,26.0,3.5,20.0,https://selectyourfish.com/webps1/323.webp,2
324,Tanganyika killifish,Lamprichthys tanganicanus,"Lake Tanganyika,",7.0,8.0,23.0,25.0,14.0,150.0,https://selectyourfish.com/webps1/324.webp,2
325,Norman's lampeye,Poropanchax normani,West Africa,6.5,7.5,22.0,26.0,4.0,75.0,https://selectyourfish.com/webps1/325.webp,3
326,Celebes halfbeak,Nomorhamphus liemi,"Sulawesi,",6.0,7.5,20.0,25.0,9.0,150.0,https://selectyourfish.com/webps1/326.webp,3
327,Wrestling halfbeak,Dermogenys pusilla,Southeast Asia,6.5,7.5,24.0,28.0,7.0,95.0,https://selectyourfish.com/webps1/327.webp,3
328,Forest halfbeak,Hemirhamphodon pogonognathus,"Thailand, Sunda Islands",6.0,7.5,24.0,28.0,9.0,130.0,https://selectyourfish.com/webps1/328.webp,3
329,Steel Blue Killifish,Fundulopanchax gardneri,"Nigeria, Cameroon,",6.5,7.5,21.0,26.0,5.5,80.0,https://selectyourfish.com/webps1/329.webp,2
330,Clown Killifish,Epiplatys annulatus,"Guinea, Sierra Leone, Liberia,",6.5,7.5,20.0,26.0,3.5,55.0,https://selectyourfish.com/webps1/330.webp,2
331,Bluefin Notho,Nothobranchius rachovii,"Mozambique,",6.5,7.5,20.0,24.0,6.0,80.0,https://selectyourfish.com/webps1/331.webp,2
332,Striped panchax,Aplocheilus lineatus,"India, Sri Lanka,",6.0,7.5,22.0,25.0,11.0,115.0,https://selectyourfish.com/webps1/332.webp,3
333,American Flagfish,Jordanella floridae,"Florida,",7.0,8.0,17.0,23.0,5.5,70.0,https://selectyourfish.com/webps1/333.webp,2
334,Argentine Pearl Killifish,Austrolebias nigripinnis,"Argentina, Uruguay,",6.5,7.5,18.0,24.0,7.0,70.0,https://selectyourfish.com/webps1/334.webp,2
335,Golden Toppminnow,Fundulus chrysotus,United States,6.5,8.0,15.0,24.0,7.5,85.0,https://selectyourfish.com/webps1/335.webp,2
336,Northern Studfish,Fundulus catenatus,United States,6.5,8.0,15.0,25.0,15.0,140.0,https://selectyourfish.com/webps1/336.webp,2
337,Red-seam Killifish,Aphyosemion calliurum,"Nigeria,",6.0,7.5,24.0,28.0,5.5,75.0,https://selectyourfish.com/webps1/337.webp,2
338,Arabian toothcarp,Aphanius dispar,Northeast Africa,6.5,7.5,15.0,30.0,7.0,115.0,https://selectyourfish.com/webps1/338.webp,2
339,Dwarf gourami,Trichogaster lalius,"Pakistan, India, Bangladesh,",6.0,7.5,22.0,27.0,7.5,60.0,https://selectyourfish.com/webps1/339.webp,2
340,Paradise fish,Macropodus opercularis,"China, Vietnam, Laos,",6.5,7.5,10.0,22.0,8.0,95.0,https://selectyourfish.com/webps1/340.webp,2
341,Pygmy gourami,Trichopsis pumila,"Thailand, Laos, Cambodia, Vietnam,",6.0,7.5,22.0,28.0,4.0,55.0,https://selectyourfish.com/webps1/341.webp,2
342,Moonlight gourami,Trichopodus microlepis,"Thailand, Cambodia, Vietnam,",6.0,7.5,25.0,30.0,15.0,115.0,https://selectyourfish.com/webps1/342.webp,2
343,Snakeskin gourami,Trichopodus pectoralis,"Thailand, Laos, Cambodia, Vietnam,",6.0,7.5,22.0,30.0,25.0,230.0,https://selectyourfish.com/webps1/343.webp,2
344,Betta,Betta splendens,"Thailand,",6.0,7.5,22.0,30.0,7.5,25.0,https://selectyourfish.com/webps1/344.webp,2
345,Malay combtail gourami,Belontia hasselti,"Thailand, Sunda Islands",6.0,7.5,21.0,26.0,20.0,170.0,https://selectyourfish.com/webps1/345.webp,2
346,Slender betta,Betta bellica,"Sumatra, Malay Peninsula",6.0,7.0,25.0,30.0,9.0,75.0,https://selectyourfish.com/webps1/346.webp,2
347,Scarlet betta,Betta coccina,"Sumatra, Malay Peninsula",6.0,7.0,22.0,30.0,4.0,40.0,https://selectyourfish.com/webps1/347.webp,2
348,Crescent betta,Betta imbellis,"Malaysia, Thailand, Sumatra,",6.0,7.5,20.0,28.0,6.0,45.0,https://selectyourfish.com/webps1/348.webp,2
349,Toba betta,Betta rubra,"Sumatra,",6.0,7.5,22.0,27.0,4.0,40.0,https://selectyourfish.com/webps1/349.webp,2
350,Giant Pikehead,Luciocephalus pulcher,"Thailand, Malaysia, Indonesia,",6.0,7.5,22.0,26.0,20.0,135.0,https://selectyourfish.com/webps1/350.webp,2
351,Chocolate gourami,Sphaerichthys osphromenoides,"Sumatra, Borneo,",5.5,7.0,26.0,31.0,5.0,65.0,https://selectyourfish.com/webps1/351.webp,2
352,Pearl gourami,Trichopodus leerii,"Malaysia,Thailand, Sumatra",6.0,7.5,24.0,30.0,12.0,115.0,https://selectyourfish.com/webps1/352.webp,2
353,Three spot gourami,Trichopodus trichopterus,"China, South East Asia",6.0,7.5,24.0,30.0,13.0,115.0,https://selectyourfish.com/webps1/353.webp,2
354,Croaking gourami,Trichopsis vittata,South East Asia,6.0,7.5,22.0,28.0,7.0,95.0,https://selectyourfish.com/webps1/354.webp,2
355,Giant gourami,Osphronemus goramy,South East Asia,6.5,7.5,20.0,30.0,70.0,475.0,https://selectyourfish.com/webps1/355.webp,2
356,Kissing gourami,Helostoma temminckii,"Java, Sumatra, Borneo ,",6.0,7.5,22.0,30.0,25.0,135.0,https://selectyourfish.com/webps1/356.webp,2
357,Climbing perch,Anabas testudineus,"South Asia, South East Asia",6.0,7.5,15.0,30.0,20.0,150.0,https://selectyourfish.com/webps1/357.webp,1
358,Leopard bush fish,Ctenopoma acutirostre,Congo Basin,6.0,7.5,20.0,28.0,16.0,150.0,https://selectyourfish.com/webps1/358.webp,2
359,African leaf fish,Polycentropsis abbreviata,"Cameroon, Benin, Gabon, Nigeria,",6.0,7.5,26.0,31.0,8.0,75.0,https://selectyourfish.com/webps1/359.webp,2
360,Bornean leaf fish,Nandus nebulosus,"Thailand, Sunda Islands",6.0,7.5,22.0,26.0,12.0,95.0,https://selectyourfish.com/webps1/360.webp,2
361,Malayan leaf fish,Pristolepis fasciata,"Thailand,",6.0,7.5,23.0,28.0,20.0,150.0,https://selectyourfish.com/webps1/361.webp,2
362,Forest snakehead,Channa lucius,South East Asia,6.0,7.5,20.0,30.0,40.0,265.0,https://selectyourfish.com/webps1/362.webp,1
363,Dwarf snakehead,Channa gachua,"South Asia, South East Asia",6.0,7.5,18.0,28.0,20.0,150.0,https://selectyourfish.com/webps1/363.webp,1
